"title","Street Tree Planting"
"copyright","Copyright (c) 2022 NYC Department of Parks and Recreation"
"link","http://nyc.gov/parks/treework"
"description","NYC Department of Parks and Recreation"
"language","en-us"
"lastBuildDate","2022-10-25 00:50:05"
"note","The raw data contained here may be displayed differently than what appears on the Tree Work Hub reports at nyc.gov/parks/treework, due to post-processing of the data to make it readable for the web (e.g. updated addresses, entries not displayed due to missing addresses, reformatted dates, etc.)."
"lng","lat","Borough","ZipCode","BuildingNumber","StreetName","FiscalYear","PlantingSpaceID","CommunityBoard","PlantingSeason","CityCouncil","TreeID","WOId","WOStatus","CompletedDate"
" -73.79760246","40.67632101","Queens","11436","142-048","120 AVENUE","0","302232","412","05/31/2022","28","0","656500","Not Completed",""
" -73.95424847","40.82056752","Manhattan","10031","540","WEST 136 STREET","0","2306241","109","05/31/2022","7","0","9811007","Not Completed",""
" -73.95431952","40.82059754","Manhattan","10031","540","WEST 136 STREET","0","2306242","109","05/31/2022","7","0","9816889","Not Completed",""
" -73.95122697","40.82173404","Manhattan","10031","508","WEST 139 STREET","0","2306303","109","05/31/2022","7","2109552","7635139","Not Completed",""
" -73.95241268","40.82203891","Manhattan","10031","30","HAMILTON PLACE","0","2306374","109","05/31/2022","7","2109623","14105002","Not Completed",""
" -73.98165614","40.72284767","Manhattan","10009","258","EAST  4 STREET","0","2306932","103","05/31/2022","2","2110181","14373432","Not Completed",""
" -73.98281512","40.72687430","Manhattan","10009","135","AVENUE A","0","2306977","103","05/31/2022","2","2110226","14653007","Not Completed",""
" -73.95752913","40.80392354","Manhattan","10026","342","MANHATTAN AVENUE","0","377597","110","05/31/2022","9","329815","18035767","Not Completed",""
" -73.92716283","40.77039592","Queens","11102","21-02","29 AVENUE","0","297771","401","05/31/2022","22","0","15807017","Not Completed",""
" -73.97294077","40.61467782","Brooklyn","11230","1441","EAST  2 STREET","0","1567732","312","05/31/2022","44","1393967","10026710","Completed","2021-05-03 00:00:00"
" -73.80939563","40.73209484","Queens","11365","158-40","JEWEL AVENUE","0","1580836","408","05/31/2022","24","0","15133256","Completed","2022-06-29 00:00:00"
" -73.94629953","40.79636509","Manhattan","10029","64","EAST 111 STREET","0","2307412","111","05/31/2022","8","2110661","8686037","Not Completed",""
" -73.94610956","40.79628471","Manhattan","10029","88","EAST 111 STREET","0","2307413","111","05/31/2022","8","2110662","8686041","Not Completed",""
" -73.79980118","40.59674668","Queens","11692","69-029","ALMEDA AVENUE","0","433328","414","05/31/2022","31","0","18817937","Not Completed",""
" -73.96756720","40.80532650","Manhattan","10025","614","WEST 111 STREET","0","2308528","109","05/31/2022","7","2111777","16472617","Not Completed",""
" -73.94631155","40.79565814","Manhattan","10029","85","EAST 110 STREET","0","2307376","111","05/31/2022","8","0","13622512","Not Completed",""
" -73.84284782","40.82439158","Bronx","10473","805","ZEREGA AVENUE","0","707988","209","05/31/2022","18","574189","14142568","Not Completed",""
" -73.94636327","40.79639206","Manhattan","10029","64","EAST 111 STREET","0","2307411","111","05/31/2022","8","2110660","8686038","Not Completed",""
" -73.93990186","40.82723254","Manhattan","10039","196","BRADHURST AVENUE","0","2308890","110","05/31/2022","9","2112139","18393634","Not Completed",""
" -73.94072032","40.82222370","Manhattan","10039","240","WEST 145 STREET","0","2310387","110","05/31/2022","9","2113636","18393635","Not Completed",""
" -73.94875767","40.78617662","Manhattan","10029","1760","3 AVENUE","0","2309015","111","05/31/2022","5","2112264","7418222","Not Completed",""
" -73.79966534","40.59675716","Queens","11692","69-025","ALMEDA AVENUE","0","432548","414","05/31/2022","31","0","18436649","Not Completed",""
" -73.96602417","40.80643418","Manhattan","10025","605","WEST 113 STREET","0","1577000","109","05/31/2022","7","1403235","18051596","Not Completed",""
" -73.94879113","40.78613047","Manhattan","10029","1760","3 AVENUE","0","2309016","111","05/31/2022","5","2112265","7416621","Not Completed",""
" -73.98855253","40.73482315","Manhattan","10003","119","EAST  15 STREET","0","2312504","105","05/31/2022","2","2115753","16305247","Not Completed",""
" -73.95831402","40.81153065","Manhattan","10027","501","WEST 123 STREET","0","2312757","109","05/31/2022","7","2116006","9286943","Not Completed",""
" -74.00079049","40.72890247","Manhattan","10012","176","BLEECKER STREET","0","1582804","102","05/31/2022","3","0","16433296","Not Completed",""
" -73.99112554","40.72094807","Manhattan","10002","40","RIVINGTON STREET","0","2312981","103","05/31/2022","1","2116230","8845293","Not Completed",""
" -73.94935360","40.81467158","Manhattan","10027","426","ST NICHOLAS AVENUE","0","1597470","110","05/31/2022","9","0","16789492","Not Completed",""
" -74.00158012","40.74266973","Manhattan","10011","317","WEST  18 STREET","0","717445","104","05/31/2022","3","5257736","14561923","Not Completed",""
" -73.93756320","40.82426737","Manhattan","10039","200","WEST 149 STREET","0","2310484","110","05/31/2022","9","0","18391484","Not Completed",""
" -73.96692791","40.79857887","Manhattan","10025","891","AMSTERDAM AVENUE","0","1602302","107","05/31/2022","7","1428537","18276832","Not Completed",""
" -73.94704040","40.80565085","Manhattan","10027","235","LENOX AVENUE","0","2313526","110","05/31/2022","9","2116775","8570536","Not Completed",""
" -73.93774918","40.79863108","Manhattan","10035","232","EAST 118 STREET","0","2314416","111","05/31/2022","8","2117665","7417025","Not Completed",""
" -73.93718350","40.82948697","Manhattan","10039","2927","FREDERICK DOUGLASS BOULEVARD","0","2311021","110","05/31/2022","9","2114270","18255435","Not Completed",""
" -73.95731101","40.81475017","Manhattan","10027","545","WEST 125 STREET","0","2313366","109","05/31/2022","7","2116615","16478498","Not Completed",""
" -73.89681544","40.70358786","Queens","11385","60-70","CATALPA AVENUE","0","1597396","405","05/31/2022","30","0","9546662","Not Completed",""
" -73.99470944","40.74624108","Manhattan","10001","282","7 AVENUE","0","1617010","105","05/31/2022","3","1443245","11288400","Completed","2022-01-13 00:00:00"
" -73.95359529","40.81108461","Manhattan","10027","388","WEST 125 STREET","0","2315796","109","05/31/2022","9","2119045","8591049","Not Completed",""
" -73.95350674","40.81104747","Manhattan","10027","374","WEST 125 STREET","0","2315797","109","05/31/2022","9","2119046","8591048","Not Completed",""
" -73.95250717","40.81329137","Manhattan","10027","415","WEST 128 STREET","0","2313377","109","05/31/2022","9","5233729","16478504","Not Completed",""
" -73.93862029","40.79491249","Manhattan","10029","315","EAST 113 STREET","0","2316062","111","05/31/2022","8","2119311","9451994","Not Completed",""
" -73.97218830","40.78564743","Manhattan","10024","75","WEST  85 STREET","0","1618677","107","05/31/2022","6","4608503","16644697","Not Completed",""
" -73.82546721","40.58303985","Queens","11694","104-08","ROCKAWAY BEACH BOULEVARD","0","1624345","414","05/31/2022","32","0","18841040","Not Completed",""
" -73.95303086","40.80095688","Manhattan","10026","133","WEST 113 STREET","0","2317115","110","05/31/2022","9","2120364","18029578","Not Completed",""
" -73.95056780","40.81235888","Manhattan","10027","310","WEST 128 STREET","0","2315907","110","05/31/2022","9","0","13809140","Not Completed",""
" -73.95824443","40.80151023","Manhattan","10026","305","WEST 111 STREET","0","2324395","110","05/31/2022","9","2127644","17990378","Not Completed",""
" -73.95808010","40.80214870","Manhattan","10026","310","WEST 112 STREET","0","2324400","110","05/31/2022","9","2127649","17990388","Not Completed",""
" -73.95775920","40.80201342","Manhattan","10026","302","WEST 112 STREET","0","2324402","110","05/31/2022","9","2127651","17990394","Not Completed",""
" -73.95256998","40.80365121","Manhattan","10026","121","ST NICHOLAS AVENUE","0","2320479","110","05/31/2022","9","2123728","18035765","Not Completed",""
" -73.82538142","40.58306474","Queens","11694","104-08","ROCKAWAY BEACH BOULEVARD","0","1624346","414","05/31/2022","32","0","18841038","Not Completed",""
" -73.82545755","40.58213336","Queens","11694","190","BEACH 105 STREET","0","1624428","414","05/31/2022","32","0","19015759","Not Completed",""
" -73.82557367","40.58235307","Queens","11694","190","BEACH 105 STREET","0","1624432","414","05/31/2022","32","0","19015760","Not Completed",""
" -73.95981410","40.76447401","Manhattan","10065","321","EAST  66 STREET","0","2322800","108","05/31/2022","5","2126049","11268400","Not Completed",""
" -73.93818464","40.80222089","Manhattan","10035","171","EAST 122 STREET","0","2326400","111","05/31/2022","8","2129649","7225239","Not Completed",""
" -74.00705256","40.72964154","Manhattan","10014","421","HUDSON STREET","0","2326817","102","05/31/2022","3","4846534","13688812","Not Completed",""
" -73.82551608","40.58224411","Queens","11694","190","BEACH 105 STREET","0","1624430","414","05/31/2022","32","0","18841043","Not Completed",""
" -73.95819387","40.80515239","Manhattan","10026","16","MORNINGSIDE AVENUE","0","2327271","110","05/31/2022","9","2130520","8570185","Not Completed",""
" -74.00926147","40.72552372","Manhattan","10013","504","GREENWICH STREET","0","2327009","102","05/31/2022","3","2130258","10521047","Completed","2022-01-14 00:00:00"
" -73.93975177","40.80029528","Manhattan","10035","166","EAST 119 STREET","0","2327494","111","05/31/2022","8","0","13619039","Not Completed",""
" -73.95405338","40.82222566","Manhattan","10031","601","WEST 138 STREET","0","2328289","109","05/31/2022","7","2131538","14105003","Not Completed",""
" -73.95416166","40.82227089","Manhattan","10031","601","WEST 138 STREET","0","2328290","109","05/31/2022","7","2131539","14105827","Not Completed",""
" -73.90497872","40.84737262","Bronx","10457","250","EAST 176 STREET","0","1627654","205","05/31/2022","15","1453889","13213577","Not Completed",""
" -73.93859873","40.81123603","Manhattan","10037","2175","5 AVENUE","0","2329109","111","05/31/2022","9","2132358","13561208","Not Completed",""
" -74.00177076","40.72582136","Manhattan","10012","116","THOMPSON STREET","0","2330193","102","05/31/2022","1","2133442","13858569","Not Completed",""
" -73.91780828","40.77776568","Queens","11105","23-06","23 AVENUE","0","1628699","401","05/31/2022","22","1454934","9466989","Completed","2022-03-07 00:00:00"
" -73.94620293","40.82557650","Manhattan","10031","468","WEST 146 STREET","0","2306125","109","05/31/2022","7","0","8717680","Not Completed",""
" -73.97197246","40.74609850","Manhattan","10016","645","1 AVENUE","0","2330981","106","05/31/2022","4","2134230","16442784","Not Completed",""
" -73.95410195","40.82050563","Manhattan","10031","540","WEST 136 STREET","0","2306239","109","05/31/2022","7","2109488","9818890","Not Completed",""
" -74.01517263","40.71639135","Manhattan","10282","211","NORTH END AVENUE","0","2331408","101","05/31/2022","1","2134657","18148653","Not Completed",""
" -73.94106226","40.81582744","Manhattan","10030","122","WEST 137 STREET","0","2331766","110","05/31/2022","9","2135015","8936951","Not Completed",""
" -73.96581264","40.80507720","Manhattan","10025","2870","BROADWAY","0","2331868","109","05/31/2022","7","2135117","8717684","Not Completed",""
" -74.01060818","40.71799371","Manhattan","10013","312","GREENWICH STREET","0","2332391","101","05/31/2022","1","2135640","16654829","Not Completed",""
" -73.95417016","40.82053444","Manhattan","10031","540","WEST 136 STREET","0","2306240","109","05/31/2022","7","2109489","6829590","Not Completed",""
" -73.94233518","40.83293232","Manhattan","10032","500","WEST 157 STREET","0","2332850","112","05/31/2022","7","2136099","14153761","Not Completed",""
" -73.94327465","40.83332532","Manhattan","10032","522","WEST 157 STREET","0","2332858","112","05/31/2022","7","2136107","14153760","Not Completed",""
" -73.94351459","40.83342569","Manhattan","10032","530","WEST 157 STREET","0","2332859","112","05/31/2022","7","2136108","14153762","Not Completed",""
" -73.94404257","40.83364654","Manhattan","10032","540","WEST 157 STREET","0","2332863","112","05/31/2022","7","2136112","14153343","Not Completed",""
" -73.94438190","40.83378849","Manhattan","10032","550","WEST 157 STREET","0","2332865","112","05/31/2022","7","2136114","14884842","Not Completed",""
" -73.98927495","40.76931104","Manhattan","10019","514","WEST  57 STREET","0","2333436","104","05/31/2022","6","2136685","13477557","Not Completed",""
" -73.89029423","40.75172924","Queens","11372","34-035","76 STREET","0","2202975","403","05/31/2022","25","4596098","10460480","Not Completed",""
" -73.95089897","40.79091303","Manhattan","10029","50","EAST 102 STREET","0","2307224","111","05/31/2022","8","2110473","7416622","Not Completed",""
" -74.00821842","40.73060319","Manhattan","10014","622","GREENWICH STREET","0","2335317","102","05/31/2022","3","2138566","13898730","Not Completed",""
" -73.98067007","40.78745468","Manhattan","10024","328","WEST  83 STREET","0","2335521","107","05/31/2022","6","2138770","16564323","Not Completed",""
" -74.00851076","40.72259808","Manhattan","10013","27","VESTRY STREET","0","2330602","101","05/31/2022","1","0","8749584","Not Completed",""
" -73.94489832","40.82081695","Manhattan","10030","323","WEST 141 STREET","0","2307590","110","05/31/2022","9","2110839","18514886","Not Completed",""
" -73.95155536","40.80538944","Manhattan","10026","201","WEST 119 STREET","0","2335659","110","05/31/2022","9","2138908","8936958","Not Completed",""
" -73.95176797","40.80782558","Manhattan","10027","240","WEST 122 STREET","0","2335844","110","05/31/2022","9","2139093","9149806","Not Completed",""
" -73.94684734","40.79659686","Manhattan","10029","60","EAST 111 STREET","0","2307408","111","05/31/2022","8","2110657","8611871","Not Completed",""
" -73.94782484","40.80628660","Manhattan","10027","119","WEST 122 STREET","0","2335903","110","05/31/2022","9","2139152","9149803","Not Completed",""
" -73.94715490","40.80600360","Manhattan","10027","241","LENOX AVENUE","0","2335907","110","05/31/2022","9","2139156","18549628","Not Completed",""
" -73.93442312","40.80485204","Manhattan","10035","201","EAST 127 STREET","0","2335996","111","05/31/2022","8","2139245","9457605","Not Completed",""
" -73.94955909","40.80443134","Manhattan","10026","126","WEST 119 STREET","0","1576264","110","05/31/2022","9","1402499","9150127","Not Completed",""
" -73.96661483","40.80750583","Manhattan","10025","420","RIVERSIDE DRIVE","0","2338931","109","05/31/2022","7","2142180","18051598","Not Completed",""
" -73.95853849","40.81162493","Manhattan","10027","501","WEST 123 STREET","0","2312759","109","05/31/2022","7","2116008","9286944","Not Completed",""
" -73.95069034","40.80655761","Manhattan","10027","204","WEST 121 STREET","0","2335573","110","05/31/2022","9","2138822","18549626","Not Completed",""
" -73.94907986","40.81092068","Manhattan","10027","250","WEST 127 STREET","0","2339390","110","05/31/2022","9","0","13809949","Not Completed",""
" -73.93680161","40.81963164","Manhattan","10037","669","LENOX AVENUE","0","2313275","110","05/31/2022","9","2116524","18519095","Not Completed",""
" -73.94286153","40.81983955","Manhattan","10030","228","WEST 141 STREET","0","2340634","110","05/31/2022","9","2143883","18468892","Not Completed",""
" -73.94529629","40.81258513","Manhattan","10027","158","WEST 131 STREET","0","2340886","110","05/31/2022","9","2144135","14283236","Not Completed",""
" -73.95112359","40.80755394","Manhattan","10027","226","WEST 122 STREET","0","2335849","110","05/31/2022","9","2139098","9149804","Not Completed",""
" -73.95187716","40.82477334","Manhattan","10031","3485","BROADWAY","0","2341253","109","05/31/2022","7","2144502","9287696","Not Completed",""
" -73.95297355","40.78765786","Manhattan","10029","57","EAST  97 STREET","0","2310344","111","05/31/2022","4","2113593","7422222","Not Completed",""
" -73.94064301","40.81820704","Manhattan","10030","171","WEST 140 STREET","0","2342702","110","05/31/2022","9","2145951","18493695","Not Completed",""
" -73.93982546","40.81786180","Manhattan","10030","143","WEST 140 STREET","0","2342709","110","05/31/2022","9","2145958","18478620","Not Completed",""
" -73.94436628","40.80931447","Manhattan","10027","345","LENOX AVENUE","0","2313428","110","05/31/2022","9","2116677","13809549","Not Completed",""
" -73.98617444","40.76483196","Manhattan","10019","334","WEST  53 STREET","0","2335620","104","05/31/2022","3","0","16389762","Not Completed",""
" -73.98576785","40.72189907","Manhattan","10002","190","NORFOLK STREET","0","2315314","103","05/31/2022","2","2118563","11214587","Not Completed",""
" -73.98585150","40.72192473","Manhattan","10002","190","NORFOLK STREET","0","2315315","103","05/31/2022","2","2118564","11214394","Not Completed",""
" -73.96880143","40.76897171","Manhattan","10065","4","EAST  67 STREET","0","2314548","108","05/31/2022","4","0","15083186","Not Completed",""
" -73.98796112","40.77640169","Manhattan","10023","303","WEST  66 STREET","0","2320317","107","05/31/2022","6","0","13889639","Not Completed",""
" -73.95212180","40.79974983","Manhattan","10026","109","WEST 112 STREET","0","2346607","110","05/31/2022","9","2149856","9138880","Not Completed",""
" -73.96029688","40.81140746","Manhattan","10027","530","WEST 122 STREET","0","2315203","109","05/31/2022","7","0","14110510","Not Completed",""
" -73.95515219","40.80171152","Manhattan","10026","240","WEST 113 STREET","0","2347258","110","05/31/2022","9","2150507","9138859","Not Completed",""
" -73.94635962","40.81559403","Manhattan","10030","269","WEST 134 STREET","0","2325359","110","05/31/2022","9","2128608","18439917","Not Completed",""
" -73.95633771","40.80224320","Manhattan","10026","280","WEST 113 STREET","0","2347268","110","05/31/2022","9","2150517","18029581","Not Completed",""
" -73.99548058","40.71944631","Manhattan","10013","125","ELIZABETH STREET","0","2325301","102","05/31/2022","1","2128550","15349461","Not Completed",""
" -73.95539894","40.80181597","Manhattan","10026","240","WEST 113 STREET","0","2347260","110","05/31/2022","9","2150509","9138858","Not Completed",""
" -74.00449641","40.73099946","Manhattan","10014","27","MORTON STREET","0","2346808","102","05/31/2022","3","0","10718936","Not Completed",""
" -73.95557001","40.80123205","Manhattan","10026","240","WEST 113 STREET","0","2347282","110","05/31/2022","9","2150531","9138882","Not Completed",""
" -73.91324722","40.84018380","Bronx","10452","1495","GRAND CONCOURSE","0","2446923","204","05/31/2022","14","2245261","17518178","Not Completed",""
" -73.91319679","40.84030468","Bronx","10452","1495","GRAND CONCOURSE","0","2446924","204","05/31/2022","14","2245262","17518179","Not Completed",""
" -73.95723953","40.80510078","Manhattan","10026","358","WEST 116 STREET","0","2327297","110","05/31/2022","9","2130546","18035766","Not Completed",""
" -73.91303124","40.84075455","Bronx","10452","1461","GRAND CONCOURSE","0","2446926","204","05/31/2022","14","2245264","17517376","Not Completed",""
" -73.95134115","40.82668817","Manhattan","10031","610","WEST 145 STREET","0","2328334","109","05/31/2022","7","2131583","9286937","Not Completed",""
" -73.91288391","40.84118656","Bronx","10452","1505","GRAND CONCOURSE","0","2446928","204","05/31/2022","14","2245266","17517378","Not Completed",""
" -73.91285738","40.84126640","Bronx","10452","1505","GRAND CONCOURSE","0","2446929","204","05/31/2022","14","2245267","17518181","Not Completed",""
" -73.91282590","40.84136114","Bronx","10452","1505","GRAND CONCOURSE","0","2446930","204","05/31/2022","14","2245268","17518182","Not Completed",""
" -73.91279920","40.84144151","Bronx","10452","1505","GRAND CONCOURSE","0","2446931","204","05/31/2022","14","2245269","17518183","Not Completed",""
" -73.91276436","40.84154637","Bronx","10452","1515","GRAND CONCOURSE","0","2446932","204","05/31/2022","14","2245270","17518184","Not Completed",""
" -73.93982397","40.79128360","Manhattan","10029","333","EAST 108 STREET","0","2327833","111","05/31/2022","8","2131082","7423421","Not Completed",""
" -73.84487050","40.84285711","Bronx","10461","1434","WILLIAMSBRIDGE ROAD","0","2447841","210","05/31/2022","13","2246179","14031842","Not Completed",""
" -73.94892779","40.82997515","Manhattan","10031","615","WEST 150 STREET","0","2328260","109","05/31/2022","7","2131509","9287705","Not Completed",""
" -73.83084631","40.86112877","Bronx","10469","1990","EAST GUN HILL ROAD","0","2452691","211","05/31/2022","13","2251029","14829101","Not Completed",""
" -73.94907934","40.83003923","Manhattan","10031","615","WEST 150 STREET","0","2328259","109","05/31/2022","7","2131508","9287706","Not Completed",""
" -73.89868696","40.85818454","Bronx","10458","2342","RYER AVENUE","0","2442021","205","05/31/2022","15","2240359","6589638","Not Completed",""
" -73.90142702","40.83917294","Bronx","10457","1595","BATHGATE AVENUE","0","2459036","203","05/31/2022","16","2257374","15230217","Completed","2022-05-17 00:00:00"
" -73.84759455","40.84222050","Bronx","10461","1621","OVERING STREET","0","2451722","210","05/31/2022","13","2250060","14034318","Not Completed",""
" -73.93406104","40.79762631","Manhattan","10035","2310","1 AVENUE","0","2330554","111","05/31/2022","8","2133803","8686019","Not Completed",""
" -73.90525521","40.85235096","Bronx","10453","2031","CRESTON AVENUE","0","2463104","205","05/31/2022","14","2261442","18679308","Not Completed",""
" -73.90205126","40.84995931","Bronx","10457","317","EAST 178 STREET","0","2464531","205","05/31/2022","15","2262869","13213079","Not Completed",""
" -73.91553243","40.84821854","Bronx","10453","57","WEST 175 STREET","0","2464868","205","05/31/2022","14","2263206","10665810","Not Completed",""
" -74.00265687","40.72603349","Manhattan","10012","115","SULLIVAN STREET","0","2331021","102","05/31/2022","3","2134270","16667549","Not Completed",""
" -73.91609260","40.84768179","Bronx","10453","1664","MACOMBS ROAD","0","2465063","205","05/31/2022","14","2263401","13399090","Not Completed",""
" -73.94179308","40.83759478","Manhattan","10032","560","WEST 163 STREET","0","2333859","112","05/31/2022","7","2137108","9260703","Not Completed",""
" -73.91607153","40.84802065","Bronx","10453","1674","MACOMBS ROAD","0","2465066","205","05/31/2022","14","2263404","13399091","Not Completed",""
" -73.84762222","40.83456645","Bronx","10462","2320","WATERBURY AVENUE","0","2456979","209","05/31/2022","18","2255317","14142153","Not Completed",""
" -73.90127225","40.82624285","Bronx","10456","789","EAST 166 STREET","0","2465230","203","05/31/2022","16","2263568","8376128","Completed","2022-05-11 00:00:00"
" -73.88771710","40.86572550","Bronx","10458","2746","DECATUR AVENUE","0","2465533","207","05/31/2022","15","6565749","18618983","Not Completed",""
" -73.84544642","40.83272242","Bronx","10462","2365","GLEASON AVENUE","0","2457098","209","05/31/2022","18","2255436","14142146","Not Completed",""
" -73.95292551","40.81743152","Manhattan","10027","498","WEST 133 STREET","0","2310727","109","05/31/2022","9","2113976","18198308","Not Completed",""
" -73.95260552","40.81415033","Manhattan","10027","419","WEST 129 STREET","0","2310888","109","05/31/2022","9","2114137","18266797","Not Completed",""
" -73.94700722","40.81004775","Manhattan","10027","172","WEST 127 STREET","0","2339404","110","05/31/2022","9","2142653","9286941","Not Completed",""
" -74.00552328","40.71128101","Manhattan","10038","8","SPRUCE STREET","0","2341411","101","05/31/2022","1","2144660","18148169","Not Completed",""
" -73.87886205","40.82591376","Bronx","10472","1516","WATSON AVENUE","0","2469780","209","05/31/2022","17","2268118","14232132","Not Completed",""
" -73.94797091","40.80716241","Manhattan","10027","139","WEST 123 STREET","0","2339187","110","05/31/2022","9","2142436","8936955","Not Completed",""
" -73.84882904","40.82296295","Bronx","10473","784","CASTLE HILL AVENUE","0","2470371","209","05/31/2022","18","2268709","14781842","Not Completed",""
" -73.95272661","40.82411033","Manhattan","10031","601","WEST 141 STREET","0","2341103","109","05/31/2022","7","2144352","18218685","Not Completed",""
" -73.86901481","40.83255505","Bronx","10472","1748","EAST 172 STREET","0","2470440","209","05/31/2022","18","2268778","14160217","Not Completed",""
" -73.90377599","40.85509268","Bronx","10453","2151","MORRIS AVENUE","0","2468382","205","05/31/2022","14","2266720","18676392","Not Completed",""
" -73.90358847","40.85537745","Bronx","10453","2159","MORRIS AVENUE","0","2468384","205","05/31/2022","14","2266722","18676391","Not Completed",""
" -73.86881838","40.83258143","Bronx","10472","1754","EAST 172 STREET","0","2470439","209","05/31/2022","18","2268777","14160215","Not Completed",""
" -73.86881324","40.83391761","Bronx","10472","1335","COMMONWEALTH AVENUE","0","2470510","209","05/31/2022","18","2268848","14357274","Not Completed",""
" -74.03503797","40.63857646","Brooklyn","11220","15","BAY RIDGE AVENUE","0","2637732","310","05/31/2022","43","2411496","18783302","Not Completed",""
" -73.95828279","40.78320345","Manhattan","10128","9","EAST  89 STREET","0","2343686","108","05/31/2022","4","0","16698982","Not Completed",""
" -73.95105352","40.63987321","Brooklyn","11226","2701","NEWKIRK AVENUE","0","2658107","317","05/31/2022","45","2431871","14289691","Not Completed",""
" -73.94478886","40.80557227","Manhattan","10027","29","MT MORRIS PARK WEST","0","2345253","110","05/31/2022","9","2148502","9003845","Not Completed",""
" -73.84996402","40.90410178","Bronx","10470","4727","WHITE PLAINS ROAD","0","2683132","212","05/31/2022","11","4936429","17544171","Not Completed",""
" -73.93952995","40.75167203","Queens","11101","41-17","CRESCENT STREET","0","2719065","401","05/31/2022","26","2491793","9991541","Not Completed",""
" -73.85115149","40.72869192","Queens","11375","102-01","66 ROAD","0","2719370","406","05/31/2022","29","2492098","9298902","Not Completed",""
" -73.85108431","40.72871196","Queens","11375","102-01","66 ROAD","0","2719371","406","05/31/2022","29","2492099","9298901","Not Completed",""
" -73.85510603","40.73123955","Queens","11374","99-30","64 AVENUE","0","2715329","406","05/31/2022","29","2488057","9298908","Not Completed",""
" -73.92529518","40.73891903","Queens","11104","48-30","40 STREET","0","2717823","402","05/31/2022","26","2490551","10097560","Completed","2022-05-20 00:00:00"
" -73.83867388","40.66406059","Queens","11414","95-10","156 AVENUE","0","2722609","410","05/31/2022","32","2495337","18404533","Not Completed",""
" -73.93948929","40.75171606","Queens","11101","41-17","CRESCENT STREET","0","2719064","401","05/31/2022","26","2491792","9991542","Not Completed",""
" -73.93900132","40.82252719","Manhattan","10039","201","WEST 146 STREET","0","2346397","110","05/31/2022","9","2149646","14105813","Not Completed",""
" -73.92295362","40.76837675","Queens","11102","28-37","29 STREET","0","2724274","401","05/31/2022","22","2497002","7196450","Completed","2022-06-10 00:00:00"
" -73.86491922","40.73514183","Queens","11373","59-01","JUNCTION BOULEVARD","0","2726402","404","05/31/2022","21","2499130","9754381","Completed","2022-05-23 00:00:00"
" -73.92846628","40.76215941","Queens","11106","33-15","28 STREET","0","2720126","401","05/31/2022","22","2492854","6588662","Not Completed",""
" -73.95510684","40.80265285","Manhattan","10026","259","WEST 114 STREET","0","2346618","110","05/31/2022","9","0","9138867","Not Completed",""
" -73.77322186","40.59570017","Queens","11691","41-05","BEACH CHANNEL DRIVE","0","2736665","414","05/31/2022","31","2509393","17014745","Not Completed",""
" -73.74098825","40.65413167","Queens","11422","148-19","EDGEWOOD STREET","0","2729113","413","05/31/2022","31","2501841","15428272","Completed","2022-06-08 00:00:00"
" -73.95549991","40.80185871","Manhattan","10026","240","WEST 113 STREET","0","2347261","110","05/31/2022","9","2150510","9138857","Not Completed",""
" -74.00125699","40.73192718","Manhattan","10014","159","WEST  4 STREET","0","2346877","102","05/31/2022","3","2150126","16570880","Not Completed",""
" -73.77337656","40.59569515","Queens","11691","41-11","BEACH CHANNEL DRIVE","0","2736667","414","05/31/2022","31","2509395","17014742","Not Completed",""
" -73.77373020","40.59568366","Queens","11691","41-21","BEACH CHANNEL DRIVE","0","2736669","414","05/31/2022","31","2509397","17014738","Not Completed",""
" -73.77452305","40.59566127","Queens","11691","404","BEACH  43 STREET","0","2736697","414","05/31/2022","31","2509425","17009626","Not Completed",""
" -73.91313096","40.84046385","Bronx","10452","1499","GRAND CONCOURSE","0","2446925","204","05/31/2022","14","2245263","17518180","Not Completed",""
" -73.77445864","40.59566311","Queens","11691","42-15","BEACH CHANNEL DRIVE","0","2736696","414","05/31/2022","31","2509424","17009627","Not Completed",""
" -73.85397870","40.81256149","Bronx","10473","327","STEPHENS AVENUE","0","2768883","209","05/31/2022","18","2538815","14834515","Not Completed",""
" -73.88956026","40.86419917","Bronx","10458","2657","DECATUR AVENUE","0","2772394","207","05/31/2022","15","2542326","9011536","Not Completed",""
" -73.84185432","40.83433373","Bronx","10462","1230","SEABURY AVENUE","0","2775676","209","05/31/2022","13","2545608","14139266","Not Completed",""
" -74.00836347","40.68098572","Brooklyn","11231","217","VAN BRUNT STREET","0","2767257","306","05/31/2022","38","5665130","10229568","Not Completed",""
" -73.91300441","40.84083217","Bronx","10452","1461","GRAND CONCOURSE","0","2446927","204","05/31/2022","14","2245265","17517377","Not Completed",""
" -74.00831016","40.68094957","Brooklyn","11231","217","VAN BRUNT STREET","0","2767258","306","05/31/2022","38","5658736","10218772","Not Completed",""
" -73.91262587","40.84195887","Bronx","10452","1555","GRAND CONCOURSE","0","2446964","204","05/31/2022","14","2245302","17518185","Not Completed",""
" -73.89144704","40.86229374","Bronx","10458","2543","DECATUR AVENUE","0","2788155","207","05/31/2022","15","5790900","18624302","Not Completed",""
" -73.94778393","40.78864217","Manhattan","10029","175","EAST 101 STREET","0","2347965","111","05/31/2022","8","2151214","7201914","Not Completed",""
